,disp_prop,alphavar,gammavar,betavar,betavar_,alphavar corner,alphavar side,alphavar center,size corner,size side,size center
228,0.6,0.016846895,0.00296817,0.013878726,5.675853351,0.657912783,0.476105484,0.098147166,48.728,76.796,114.14
229,0.6,0.016096566,0.001826002,0.014270564,8.815198424,0.62570113,0.474798546,0.097523495,47.983,76.347,113.336
230,0.6,0.016816095,0.002719364,0.014096731,6.183833908,0.646657751,0.494444111,0.091178952,47.686,76.75,114.136
231,0.6,0.016276823,0.002443759,0.013833064,6.660568011,0.617145073,0.482496711,0.099295397,49.033,78.085,113.864
232,0.6,0.01531731,0.001977801,0.013339509,7.744614822,0.606157177,0.473744223,0.089410799,48.967,77.618,114.788
233,0.6,0.015991223,0.002793484,0.013197739,5.724473059,0.626061139,0.472629853,0.096496913,48.517,77.886,113.648
234,0.6,0.015598433,0.002203607,0.013394826,7.078591262,0.607829705,0.471870178,0.096706045,48.69,77.61,115.756
235,0.6,0.0160108,0.003035444,0.012975356,5.274614771,0.608358377,0.475685358,0.102622668,48.211,77.481,113.58
236,0.6,0.01582271,0.002024611,0.013798099,7.815186064,0.632709624,0.474300824,0.088605323,48.882,76.959,115.168
237,0.6,0.01528095,0.002139751,0.013141199,7.141461446,0.593649636,0.474075706,0.093661263,48.655,77.234,113.408
238,0.6,0.016346374,0.002361997,0.013984377,6.920574453,0.647594096,0.475738056,0.093003007,48.156,77.134,114.368
239,0.6,0.016430359,0.002598585,0.013831773,6.322808749,0.618781057,0.490922766,0.096443431,48.446,76.62,112.992
240,0.65,0.016954927,0.002895184,0.014059743,5.856252629,0.622327177,0.505450389,0.097934601,45.734,74.309,112.256
241,0.65,0.016125931,0.002414199,0.013711733,6.679620436,0.63151549,0.468963211,0.101340696,45.387,74.422,111.336
242,0.65,0.01574144,0.002407109,0.013334331,6.539563516,0.622955287,0.472220413,0.094175566,46.041,74.604,112.3
243,0.65,0.016469468,0.002517432,0.013952037,6.542171412,0.638102299,0.481839572,0.096482996,45.897,74.043,111.464
244,0.65,0.01658194,0.002109797,0.014472143,7.859495405,0.626137751,0.493500287,0.096436943,45.56,74.495,111.344
245,0.65,0.01624401,0.002276207,0.013967803,7.136436581,0.630758898,0.48480249,0.093429541,45.817,74.583,112.076
246,0.65,0.017427565,0.002928656,0.014498908,5.950703118,0.668366684,0.481626993,0.103835135,46.261,74.706,112.62
247,0.65,0.016199036,0.002347811,0.013851226,6.899635062,0.625191916,0.482150836,0.096372548,46.305,74.899,113.364
248,0.65,0.016396973,0.002388303,0.01400867,6.865532543,0.640329621,0.473722606,0.099787863,46.392,74.818,113.96
249,0.65,0.016255449,0.001994696,0.014260753,8.149335069,0.644541855,0.472166473,0.096022532,46.284,75.204,111.932
250,0.65,0.016887852,0.002736103,0.014151749,6.172227194,0.623227117,0.504892335,0.096206303,46.261,75.397,113.264
251,0.65,0.016423075,0.002679785,0.01374329,6.128505296,0.611142961,0.491984418,0.099919392,45.946,73.898,111.556
252,0.65,0.017198521,0.003071437,0.014127084,5.599503624,0.643260976,0.502768824,0.095396898,45.909,74.276,112.144
253,0.65,0.016856868,0.002330913,0.014525954,7.231872268,0.644304035,0.489776201,0.096751686,46.284,74.912,112.552
254,0.65,0.015845552,0.002145519,0.013700033,7.385416828,0.61002713,0.481325274,0.096241256,45.639,74.374,112.768
255,0.65,0.016237637,0.00280976,0.013427877,5.779012716,0.628744647,0.486193264,0.092924293,46.171,74.648,112.952
256,0.65,0.016863763,0.00268068,0.014183083,6.290852425,0.623523088,0.492796222,0.103085826,46.25,74.584,111.588
257,0.65,0.016906827,0.002650359,0.014256468,6.37907057,0.625680042,0.488366453,0.106527199,45.994,74.751,111.68
258,0.65,0.016070003,0.002517835,0.013552168,6.38246823,0.61890501,0.483768356,0.095209021,45.418,74.325,110.96
259,0.65,0.016246464,0.002945205,0.013301259,5.516241492,0.620758179,0.492382793,0.093013562,45.738,74.146,113.812
260,0.7,0.016015743,0.002345974,0.013669768,6.826904497,0.606254838,0.494182363,0.094089825,43.093,71.995,110.42
261,0.7,0.016279532,0.002373756,0.013905776,6.858130789,0.637483792,0.476356387,0.098915376,42.853,71.957,109.568
262,0.7,0.017279027,0.003061904,0.014217124,5.643230167,0.636214885,0.506688945,0.098818373,43.473,71.505,109.936
263,0.7,0.015785676,0.002314433,0.013471244,6.820538589,0.62311002,0.472162353,0.096800245,43.593,72.7,110.54
264,0.7,0.017052516,0.002279911,0.014772605,7.479465819,0.647330465,0.496704342,0.096912245,42.941,71.587,109.592
265,0.7,0.017226768,0.002853755,0.014373014,6.036527165,0.663153173,0.489520584,0.098493972,43.543,72.053,109.836
266,0.7,0.016551278,0.002364273,0.014187004,7.000576836,0.624502135,0.493871349,0.097936426,42.897,71.43,109.648
267,0.7,0.017828556,0.002694486,0.01513407,6.616681505,0.665944224,0.506829308,0.098813745,42.72,72.458,108.924
268,0.7,0.017479948,0.002612605,0.014867342,6.690619713,0.635996267,0.513785945,0.099002087,42.551,71.45,109.032
269,0.7,0.017396342,0.00288055,0.014515792,6.039242867,0.638767039,0.511448609,0.097610572,42.906,71.505,109.828
270,0.7,0.017302316,0.002713796,0.014588519,6.375686746,0.632227177,0.510077564,0.099322636,42.813,71.5,109.772
271,0.7,0.016653062,0.00249119,0.014161872,6.684781332,0.633498824,0.500821621,0.09189439,43.147,72.179,110.412
272,0.7,0.017036892,0.002709434,0.014327457,6.287988616,0.661492473,0.489073065,0.096257168,43.511,72.606,110.688
273,0.7,0.017406048,0.002935288,0.01447076,5.92992826,0.641471242,0.51029766,0.097357875,42.863,71.403,109.116
274,0.7,0.018149763,0.002326034,0.015823729,7.802879498,0.664704325,0.511945123,0.101564142,42.637,71.171,108.264
275,0.7,0.016926579,0.00272948,0.014197099,6.201393657,0.627042002,0.493280981,0.104655286,43.231,71.66,110.044
276,0.7,0.016190801,0.002338697,0.013852104,6.923001747,0.63877321,0.49635489,0.082874364,43.371,72.271,109.756
277,0.7,0.016917683,0.002693824,0.014223859,6.280173263,0.654666442,0.488542151,0.096096457,43.066,70.994,108.024
278,0.7,0.017386739,0.002237045,0.015149694,7.772190836,0.635487905,0.498925598,0.106840761,42.906,71.122,109.872
279,0.7,0.017040912,0.002533765,0.014507146,6.725528519,0.646034399,0.483036848,0.106115299,42.65,70.957,109.268
280,0.75,0.016231274,0.00248033,0.013750945,6.543998969,0.650525199,0.479984554,0.091274351,40.897,68.86,106.96
281,0.75,0.01661804,0.00255968,0.01405836,6.492233314,0.640108826,0.492324096,0.095351885,40.625,68.678,106.708
282,0.75,0.01794509,0.002399253,0.015545837,7.479448237,0.633743557,0.521953423,0.104449597,41.327,69.424,109.648
283,0.75,0.018601651,0.00285707,0.015744582,6.510744905,0.662724241,0.52258235,0.105216782,40.782,68.442,107.644
284,0.75,0.018444111,0.00291871,0.0155254,6.319267594,0.673088365,0.507143379,0.107606961,41.339,68.733,107.54
285,0.75,0.017395453,0.002824427,0.014571026,6.158932194,0.659459505,0.497713277,0.100334404,40.13,68.295,107.416
286,0.75,0.018167659,0.002789986,0.015377673,6.511737788,0.671439761,0.5092747,0.102944057,40.294,68.17,108.108
287,0.75,0.017456644,0.002670789,0.014785854,6.536136933,0.65277593,0.506106437,0.098320779,40.251,68.577,106.748
288,0.75,0.018559259,0.002921078,0.015638181,6.353564267,0.67925472,0.523451521,0.097519313,41.235,69.687,108.312
289,0.75,0.0166434,0.002234051,0.014409349,7.449875711,0.638361109,0.490993137,0.097232538,41.43,70.073,108.844
290,0.75,0.017708638,0.00279658,0.014912058,6.33224778,0.656091747,0.512981718,0.096927461,40.767,68.632,106.824
291,0.75,0.017714745,0.003167384,0.014547362,5.592863924,0.64603606,0.496145137,0.111594014,41.14,69.187,107.884
292,0.75,0.016652914,0.002335356,0.014317558,7.130780821,0.618766481,0.503235469,0.097195698,41.355,69.763,108.9
293,0.75,0.017159816,0.002341709,0.014818107,7.327902985,0.669342902,0.499673555,0.090753601,40.375,68.769,108.08
294,0.75,0.017079368,0.002508161,0.014571207,6.80951872,0.629331195,0.500302808,0.103337255,41.318,69.836,109.456
295,0.75,0.018435832,0.002804933,0.015630899,6.572646208,0.672332838,0.521059346,0.099845286,40.467,67.96,107.528
296,0.75,0.0176741,0.002715461,0.014958639,6.508691945,0.665009796,0.495283599,0.104139787,41.136,69.95,107.564
297,0.75,0.019293073,0.003350691,0.015942382,5.757939106,0.68565749,0.533874295,0.102248894,40.291,67.908,106.86
298,0.75,0.018525498,0.003351285,0.015174212,5.527878209,0.683046858,0.513612597,0.102290854,40.072,67.799,106.708
299,0.75,0.017524119,0.002574659,0.014949459,6.806383136,0.651109056,0.505006917,0.100624086,40.724,68.856,107.056
300,0.8,0.018048372,0.00267405,0.015374322,6.749452009,0.654854742,0.518104994,0.102256155,38.544,66.408,105.52
301,0.8,0.019056334,0.002899805,0.01615653,6.571592164,0.690290907,0.521792259,0.105254079,38.249,66.027,104.012
302,0.8,0.018025263,0.00285348,0.015171783,6.316941028,0.667250629,0.505871103,0.104814897,38.628,66.521,105.068
303,0.8,0.018368662,0.003514834,0.014853828,5.226040307,0.664620079,0.511980629,0.107506163,38.685,65.553,103.588
304,0.8,0.017868211,0.00262435,0.015243862,6.80862456,0.66990707,0.500974601,0.10407587,38.531,66.43,104.224
305,0.8,0.017557033,0.00255123,0.015005803,6.88179024,0.666665204,0.504914893,0.096904698,38.156,65.161,104.284
306,0.8,0.017798351,0.003199954,0.014598397,5.562064941,0.657132599,0.496633453,0.109970701,38.735,66.484,104.8
307,0.8,0.018561722,0.003028267,0.015533455,6.129486384,0.668195379,0.519823042,0.105444771,38.343,65.634,104.136
308,0.8,0.018714528,0.003638834,0.015075694,5.143001544,0.670297767,0.52267002,0.106028691,38.612,66.602,105.72
309,0.8,0.019169286,0.003153403,0.016015883,6.078920104,0.706045853,0.517176281,0.104075351,38.526,65.66,104.712
310,0.8,0.017891908,0.002499648,0.01539226,7.157771785,0.653868089,0.524639525,0.095215597,38.948,66.24,105.84
311,0.8,0.019487942,0.003369945,0.016117997,5.782866783,0.694451721,0.529209358,0.106716274,38.251,65.729,104.356
312,0.8,0.018378723,0.002982278,0.015396444,6.162645119,0.654058659,0.51672933,0.109679111,37.832,65.349,104.052
313,0.8,0.019433593,0.002958233,0.016475361,6.569325857,0.68969231,0.519827334,0.113471633,38.901,66.881,106.096
314,0.8,0.018041292,0.002928289,0.015113003,6.161035329,0.685494936,0.509017244,0.096816016,38.561,66.523,106.752
315,0.8,0.019060003,0.004134875,0.014925128,4.609571934,0.679510058,0.518097076,0.111538823,38.566,66.011,105.764
316,0.8,0.019431501,0.003117654,0.016313847,6.232731248,0.693490301,0.523322792,0.109674047,38.437,66.037,104.38
317,0.8,0.017639587,0.003230905,0.014408683,5.459643447,0.644038436,0.509965675,0.103773254,38.166,66.156,104.988
318,0.8,0.017897516,0.00266123,0.015236286,6.725279014,0.669757306,0.508227295,0.10023075,38.312,66.442,104.488
319,0.8,0.019191233,0.003164503,0.016026731,6.064533977,0.680283007,0.526645589,0.10780594,38.447,66.203,103.58
320,0.85,0.018446259,0.003007214,0.015439045,6.134002597,0.672575663,0.518288448,0.104128544,35.692,62.904,100.104
321,0.85,0.019932802,0.003789093,0.016143709,5.260572964,0.690934008,0.532860206,0.114855963,36.302,63.364,102.368
322,0.85,0.019840979,0.004064484,0.015776495,4.881548793,0.689177653,0.536845303,0.111030271,36.447,63.34,102.084
323,0.85,0.01960208,0.003100973,0.016501106,6.321266861,0.680298355,0.530432669,0.113729843,36.705,63.321,101.764
324,0.85,0.018860837,0.002991406,0.015869431,6.305007256,0.696908373,0.522529184,0.099568859,35.8,61.918,99.772
325,0.85,0.02000374,0.003711264,0.016292476,5.390007439,0.69164777,0.535011154,0.113420928,37.062,63.219,102.236
326,0.85,0.019056787,0.003133176,0.015923611,6.082258356,0.709610859,0.523264679,0.098437268,36.169,62.891,101.252
327,0.85,0.019943867,0.003323876,0.016619991,6.000183474,0.698036934,0.541627483,0.107065206,36.14,63.202,101.552
328,0.85,0.019444002,0.003846668,0.015597334,5.054764448,0.681817913,0.533712858,0.10882375,36.312,62.963,101.616
329,0.85,0.020529385,0.004435562,0.016093823,4.628361756,0.699291491,0.537630106,0.119499855,35.838,62.908,101.416
330,0.85,0.020371239,0.004223084,0.016148155,4.823782309,0.702056266,0.545733915,0.109930601,36.596,63.543,101.456
331,0.85,0.017817374,0.002522916,0.015294458,7.06221334,0.675546407,0.506486918,0.09802323,36.799,63.444,101.032
332,0.85,0.019015587,0.003429349,0.015586238,5.544954683,0.683576347,0.531644694,0.101718215,36.204,62.634,101.556
333,0.85,0.019421035,0.003415166,0.016005869,5.686702674,0.689516119,0.529225745,0.108443075,36.591,63.202,103.524
334,0.85,0.020639276,0.003145056,0.01749422,6.562450035,0.72089087,0.544638859,0.109042433,35.572,62.293,100.576
335,0.85,0.020659585,0.004728743,0.015930842,4.368938329,0.695395373,0.550019054,0.114586546,36.246,62.899,101.128
336,0.85,0.020720762,0.003912575,0.016808187,5.295939984,0.72124682,0.537183107,0.114771133,35.953,62.921,100.988
337,0.85,0.018481073,0.003798652,0.01468242,4.865165832,0.665948271,0.517593268,0.10744712,36.518,63.597,102.66
338,0.85,0.018702709,0.002701296,0.016001413,6.923605048,0.651791402,0.541536208,0.101213953,36.634,63.432,102.084
339,0.85,0.019024665,0.002916597,0.016108068,6.522898441,0.660672643,0.52861288,0.111834207,36.775,63.338,102.224
340,0.9,0.020479417,0.003083367,0.017396049,6.641899744,0.716751032,0.547843727,0.106905862,34.381,60.81,99.364
341,0.9,0.020017616,0.002916193,0.017101422,6.864296438,0.707842569,0.538954724,0.107639072,33.862,59.939,97.676
342,0.9,0.020912418,0.003917384,0.016995034,5.338362928,0.714387646,0.550015797,0.113224927,34.172,59.806,98.368
343,0.9,0.02084002,0.004237762,0.016602258,4.917694613,0.697096531,0.558289708,0.112896169,34.706,60.818,99.592
344,0.9,0.019013323,0.003321645,0.015691677,5.724068025,0.670113089,0.532930848,0.106850808,34.501,60.578,99.64
345,0.9,0.020945412,0.003931516,0.017013896,5.327565912,0.697466528,0.559525553,0.113913686,34.707,60.878,99.796
346,0.9,0.018940418,0.003150181,0.015790237,6.012485047,0.689261806,0.533227123,0.098297316,34.727,60.632,99.34
347,0.9,0.019340174,0.003194271,0.016145903,6.054643959,0.704215357,0.530802636,0.101630523,34.743,61.304,99.376
348,0.9,0.02236836,0.004269496,0.018098864,5.239110312,0.739580094,0.581144984,0.109236015,34.35,60.564,97.944
349,0.9,0.020852102,0.003204236,0.017647866,6.507667521,0.705595829,0.548121178,0.116585472,34.01,59.396,98.628
350,0.9,0.020379342,0.003756273,0.01662307,5.425416052,0.704933776,0.551540606,0.106922621,34.006,60.227,98.34
351,0.9,0.020497763,0.003547873,0.01694989,5.777478848,0.710796546,0.542557928,0.112261251,34.136,60.008,98.484
352,0.9,0.020738633,0.004573826,0.016164807,4.534198102,0.696714206,0.556882663,0.112039654,34.845,60.641,99.416
353,0.9,0.02071502,0.003607295,0.017107725,5.742534928,0.732086204,0.537730628,0.111488833,34.041,59.907,97.844
354,0.9,0.01995364,0.003532193,0.016421447,5.649079958,0.682683831,0.54692188,0.109980041,34.615,61.155,99.184
355,0.9,0.019998392,0.003050512,0.01694788,6.555748554,0.705314267,0.537396426,0.109164501,34.125,60.235,98.996
356,0.9,0.02117702,0.00409141,0.01708561,5.175970931,0.721618222,0.55696474,0.110601774,34.337,60.254,97.864
357,0.9,0.021188358,0.004525411,0.016662947,4.682085268,0.728764209,0.540656601,0.118900394,34.178,60.356,98.508
358,0.9,0.019974425,0.003063857,0.016910568,6.519372224,0.688542372,0.529416846,0.118873268,34.287,60.437,98.048
359,0.9,0.020212178,0.003636141,0.016576037,5.558689771,0.696940404,0.548129044,0.1087926,34.381,60.908,98.636
360,0.95,0.022605394,0.004177997,0.018427397,5.410581194,0.739187712,0.578815165,0.11521498,32.72,57.583,95.408
361,0.95,0.021991371,0.003924675,0.018066695,5.6033605,0.744830978,0.554737527,0.11835074,32.509,57.376,95.256
362,0.95,0.022657649,0.003896448,0.0187612,5.814949041,0.750096589,0.579669147,0.112045717,32.301,57.536,94.108
363,0.95,0.020940795,0.003296021,0.017644774,6.353355678,0.719684037,0.557837448,0.107751131,32.686,57.856,95.164
364,0.95,0.022622222,0.003862989,0.018759233,5.856144726,0.722500666,0.593443891,0.112451313,32.131,56.786,93.088
365,0.95,0.022019217,0.00397795,0.018041267,5.535317368,0.75175985,0.564600239,0.110325556,32.441,57.165,94.98
366,0.95,0.022080851,0.003946008,0.018134843,5.595743615,0.744683411,0.561947526,0.114979216,32.57,57.173,94.512
367,0.95,0.021981022,0.003841338,0.018139684,5.722230308,0.71134995,0.583495806,0.112007414,32.626,57.18,95.376
368,0.95,0.022375203,0.004292842,0.018082361,5.212212634,0.726691565,0.57715814,0.11736069,32.575,58.172,95.912
369,0.95,0.021125798,0.003442756,0.017683042,6.136304196,0.727486566,0.552806461,0.111370403,32.689,57.226,96.052
370,0.95,0.02451712,0.005054736,0.019462384,4.850326275,0.797409779,0.586398084,0.12075544,31.973,56.235,93.372
371,0.95,0.021337969,0.003450649,0.017887319,6.183754571,0.731263116,0.552531618,0.11421741,32.213,57.3,95.556
372,0.95,0.021424805,0.003429433,0.017995372,6.247332171,0.737143731,0.561522963,0.107842829,32.12,57.082,94.312
373,0.95,0.0215812,0.003556317,0.018024883,6.068413297,0.739284399,0.565025267,0.106740996,32.605,57.246,94.532
374,0.95,0.019918793,0.003429976,0.016488817,5.807269581,0.711453794,0.542594122,0.10257232,32.643,57.691,94.7
375,0.95,0.022566466,0.00424904,0.018317426,5.310955833,0.732756437,0.580284824,0.116056514,32.727,58.091,95.596
376,0.95,0.020741209,0.00359636,0.01714485,5.76727916,0.733207329,0.544606131,0.108122972,32.373,57.143,95.336
377,0.95,0.021550048,0.003429307,0.018120741,6.284081904,0.735209903,0.558135424,0.112546355,32.252,56.801,94.804
378,0.95,0.02263767,0.003930258,0.018707412,5.759842913,0.754162071,0.570137909,0.11592519,32.224,56.817,93.496
379,0.95,0.021482279,0.004286531,0.017195748,5.011576424,0.724948521,0.55176556,0.118565,32.249,56.939,94.132
