,disp_mort,alphavar,gammavar,betavar,betavar_,alphavar corner,alphavar side,alphavar center,size corner,size side,size center
229,0.6,0.017813651,0.001767119,0.016046532,10.0806174,0.610505474,0.497045141,0.107352154,64.31,74.753,88.852
230,0.6,0.017273534,0.001789867,0.015483666,9.650733734,0.561120992,0.518671476,0.109333529,64.743,75.212,87.352
231,0.6,0.018574948,0.002218127,0.016356821,8.374158892,0.610858926,0.514216823,0.113989402,65.018,76.199,90.388
232,0.6,0.018581601,0.002019041,0.01656256,9.203182814,0.580986147,0.535657418,0.116097235,65.875,75.286,88.968
233,0.6,0.017999608,0.001945024,0.016054584,9.25418385,0.583558423,0.52446517,0.107646302,65.121,75.283,87.16
234,0.6,0.016984365,0.001512954,0.015471411,11.22596301,0.55405193,0.524250023,0.101678052,65.686,75.459,87.864
235,0.6,0.017996448,0.00206194,0.015934508,8.727919104,0.560228219,0.526800756,0.123562848,64.384,75.144,90.46
236,0.6,0.018364015,0.002192732,0.016171282,8.374946654,0.571460563,0.531911379,0.120239653,64.593,74.956,88.412
237,0.6,0.018577788,0.002334918,0.01624287,7.956504925,0.583909905,0.534658215,0.113889683,65.917,75.577,87.764
238,0.6,0.01824896,0.001880061,0.016368899,9.706579546,0.58992651,0.521941531,0.112495229,64.216,75.011,87.528
239,0.6,0.019862866,0.002946082,0.016916784,6.742129287,0.639600021,0.526021593,0.115915189,64.549,74.699,90.192
240,0.65,0.020289362,0.002719579,0.017569782,7.460478322,0.61663822,0.541027033,0.130103034,62.969,72.531,84.64
241,0.65,0.019427453,0.002619735,0.016807717,7.41580695,0.649315352,0.511004274,0.109431304,62.832,73.224,84.74
242,0.65,0.020090553,0.002639936,0.017450617,7.610243305,0.627743338,0.530058147,0.12597614,63.23,72.3,84.432
243,0.65,0.01794701,0.001995893,0.015951116,8.991968007,0.580976349,0.517854069,0.113712315,64.007,73.656,85.484
244,0.65,0.019133769,0.002439415,0.016694354,7.843589833,0.608322861,0.529440516,0.115410287,63.469,72.334,83.676
245,0.65,0.018189165,0.002191257,0.015997907,8.300788374,0.568504785,0.531176777,0.118337421,62.891,72.729,84.432
246,0.65,0.01989146,0.002383016,0.017508444,8.347178754,0.587495925,0.547310808,0.136204698,62.961,72.694,83.156
247,0.65,0.020518758,0.002991743,0.017527015,6.858462694,0.633441819,0.549123423,0.116581996,62.629,71.621,83.916
248,0.65,0.018667473,0.002388941,0.016278532,7.81412194,0.557922224,0.548532294,0.124403935,63.17,72.396,83.764
249,0.65,0.020264974,0.002288476,0.017976498,8.855225214,0.623794409,0.538567051,0.126498321,62.348,72.205,85.02
250,0.65,0.018502441,0.001984299,0.016518142,9.324421582,0.595950169,0.515191031,0.119940975,63.692,73.287,83.776
251,0.65,0.019513361,0.002456736,0.017056625,7.942800211,0.591335111,0.543836514,0.126114522,63.497,72.988,84.364
252,0.65,0.016972397,0.001857824,0.015114573,9.135631382,0.55600816,0.520368388,0.103756351,63.165,73.41,84.804
253,0.65,0.019611385,0.001968353,0.017643032,9.96334661,0.603775454,0.529873343,0.131235533,63.499,72.751,83.76
254,0.65,0.019679436,0.00241779,0.017261646,8.139431847,0.638249516,0.520146786,0.116316146,62.351,72.578,83.716
255,0.65,0.020349887,0.001856005,0.018493883,10.96435232,0.651728115,0.527528225,0.11633809,62.682,71.556,82.636
256,0.65,0.019337343,0.002453738,0.016883605,7.880769528,0.619487825,0.526951487,0.115598241,63.293,72.676,83.556
257,0.65,0.019091745,0.002131497,0.016960249,8.956966705,0.617527301,0.522309299,0.114032835,62.357,72.235,83.784
258,0.65,0.019152357,0.002171211,0.016981145,8.821046324,0.609140522,0.525821038,0.118685401,63.327,73.823,83
259,0.65,0.017855721,0.002270677,0.015585044,7.8636119,0.581676787,0.52178072,0.107844779,62.926,72.568,83.764
260,0.7,0.020907948,0.002703536,0.018204412,7.733555672,0.616242375,0.564809489,0.125312064,61.218,70.276,79.04
261,0.7,0.018317301,0.002280325,0.016036976,8.032759315,0.591946855,0.516237214,0.11766468,60.886,70.52,80.392
262,0.7,0.019005279,0.00227187,0.016733409,8.365478871,0.578940692,0.548751492,0.117142653,60.986,68.68,79.444
263,0.7,0.020448556,0.002689837,0.017758719,7.602153852,0.614377515,0.550585437,0.127004422,62.268,69.281,81.576
264,0.7,0.020389841,0.002204939,0.018184902,9.247347912,0.631111452,0.539055296,0.121993178,62.211,69.878,80.428
265,0.7,0.020076203,0.002206559,0.017869644,9.098420773,0.608794792,0.551283878,0.120788075,61.979,69.777,79.868
266,0.7,0.019050915,0.002145517,0.016905399,8.87940653,0.584632956,0.549087854,0.113692894,61.137,70.89,80.74
267,0.7,0.020230482,0.002412943,0.017817539,8.384152457,0.616018097,0.547941466,0.122123452,61.437,70.841,79.532
268,0.7,0.020238129,0.003063012,0.017175117,6.607263565,0.574897118,0.578534928,0.127527567,61.324,68.919,79.768
269,0.7,0.021589002,0.002424988,0.019164014,8.90272532,0.654269353,0.556617505,0.120597322,61.228,70.217,79.3
270,0.7,0.021290365,0.002340889,0.018949475,9.094989454,0.625988287,0.560512814,0.132531888,61.127,69.901,81.836
271,0.7,0.0196178,0.001996763,0.017621037,9.824800279,0.596530979,0.54455933,0.123917914,60.756,69.616,80.1
272,0.7,0.019781993,0.002121731,0.017660263,9.323518214,0.603468736,0.559193268,0.109408749,61.935,70.15,79.864
273,0.7,0.021588219,0.002465862,0.019122357,8.754838018,0.655791493,0.555899483,0.120849263,60.54,70.061,80.204
274,0.7,0.019812105,0.002118226,0.017693879,9.353157598,0.638697015,0.526949182,0.112622508,61.355,70.232,80.472
275,0.7,0.019426762,0.00219162,0.017235142,8.86410947,0.626154489,0.509042549,0.126771272,61.547,69.845,80.036
276,0.7,0.022119458,0.003408993,0.018710465,6.48856074,0.649937738,0.584643284,0.113995464,60.967,69.965,80.812
277,0.7,0.02005336,0.00179639,0.01825697,11.16314443,0.632105977,0.532497481,0.118705188,61.842,69.232,80.008
278,0.7,0.020522668,0.002326988,0.01819568,8.819412651,0.61324448,0.560048708,0.121715075,61.997,70.126,81.344
279,0.7,0.020127522,0.002001368,0.018126154,10.05688122,0.615388112,0.544065795,0.124215673,60.789,69.717,81.668
280,0.75,0.021207869,0.002803424,0.018404445,7.564988634,0.599632338,0.570823101,0.139821841,60.558,67.61,75.64
281,0.75,0.022656266,0.002677137,0.019979128,8.462870829,0.666014221,0.565486026,0.131913101,59.009,68.221,76.88
282,0.75,0.021077434,0.002193791,0.018883643,9.607766351,0.626251145,0.558588378,0.125854445,60.196,67.346,74.42
283,0.75,0.023116604,0.002332979,0.020783624,9.908618758,0.668063681,0.584310343,0.123890242,59.969,66.986,77.984
284,0.75,0.022358128,0.002829301,0.019528827,7.902350022,0.653028227,0.57716842,0.122998023,59.811,66.946,76.88
285,0.75,0.021749203,0.002480692,0.019268511,8.7673935,0.63874629,0.5595843,0.134066158,59.666,66.874,76.168
286,0.75,0.018273013,0.002139969,0.016133044,8.538915957,0.589847793,0.522860888,0.110795829,60.881,67.576,78.06
287,0.75,0.021957302,0.002150734,0.019806568,10.20921333,0.651653643,0.560072289,0.128005482,60.835,67.673,75.664
288,0.75,0.021520186,0.002423324,0.019096862,8.880440727,0.636770919,0.550874753,0.137227001,59.487,67.817,74.904
289,0.75,0.022235417,0.002677813,0.019557605,8.30357433,0.62501557,0.588364488,0.131945278,59.842,66.745,76.808
290,0.75,0.020983833,0.002729659,0.018254174,7.687344988,0.623730976,0.558008783,0.127018934,60.132,67.392,77.452
291,0.75,0.022228232,0.002557839,0.019670393,8.690239786,0.624384507,0.595632062,0.126127263,59.391,67.829,77.084
292,0.75,0.021843961,0.002366765,0.019477196,9.2294583,0.613844707,0.583862054,0.134435461,60.974,66.56,75.164
293,0.75,0.023834041,0.002804744,0.021029297,8.497760372,0.660296765,0.590638027,0.142752888,58.676,66.537,73.996
294,0.75,0.021368926,0.00271005,0.018658876,7.885068307,0.639525617,0.545140214,0.136242688,59.839,67.769,76.792
295,0.75,0.022601965,0.002236628,0.020365337,10.10537669,0.683814804,0.554883949,0.124462395,59.456,66.351,75.6
296,0.75,0.022209209,0.003052243,0.019156965,7.276355961,0.632132963,0.585995176,0.128003622,59.759,67.167,78.168
297,0.75,0.020394894,0.002667644,0.01772725,7.645283449,0.607965204,0.546152633,0.133022216,60.888,67.148,76.02
298,0.75,0.019472431,0.00235657,0.017115861,8.263038708,0.587106842,0.543945461,0.127277221,60.372,67.567,74.94
299,0.75,0.019960967,0.002149472,0.017811494,9.286449264,0.602268213,0.554812461,0.118318525,60.806,67.732,75.952
300,0.8,0.022766844,0.002721999,0.020044845,8.364015148,0.611070551,0.633238241,0.116345831,58.464,64.086,70.848
301,0.8,0.022825422,0.002288878,0.020536544,9.972317673,0.604549825,0.622958287,0.131420223,59.151,64.718,71.764
302,0.8,0.022991199,0.002523166,0.020468034,9.112045631,0.671287618,0.565101751,0.134150112,58.889,64.546,71.84
303,0.8,0.022598114,0.002779274,0.019818841,8.13094218,0.621998863,0.595125695,0.13623959,59.722,63.96,71.048
304,0.8,0.021547849,0.002127435,0.019420414,10.12855918,0.618057849,0.573521686,0.133011273,59.147,65.156,73.16
305,0.8,0.023283225,0.002713964,0.020569261,8.579045619,0.631647114,0.610460391,0.133321572,59.086,63.844,71.524
306,0.8,0.022712827,0.002518792,0.020194035,9.017347629,0.639130254,0.591845943,0.128869467,59.149,64.623,72.38
307,0.8,0.023387752,0.002621454,0.020766298,8.921671209,0.626666258,0.622754568,0.129430842,58.34,64.412,72.508
308,0.8,0.022872624,0.002723668,0.020148956,8.397729574,0.608461703,0.617380693,0.135596403,58.897,64.109,74.588
309,0.8,0.022394178,0.002214033,0.020180145,10.11465464,0.633831722,0.571658408,0.143212031,58.336,64.89,70.816
310,0.8,0.021834254,0.002658823,0.019175431,8.211998912,0.615767657,0.576679241,0.138522448,58.936,63.337,72.048
311,0.8,0.022656655,0.002454979,0.020201676,9.228858771,0.612767883,0.603905097,0.137769097,58.251,64.467,70.388
312,0.8,0.022273124,0.002289729,0.019983395,9.727405471,0.648890096,0.581070967,0.118931923,59.277,63.698,72.816
313,0.8,0.022958021,0.002909092,0.020048929,7.891817317,0.637743951,0.602856146,0.128113877,58.476,64.546,74.752
314,0.8,0.023980098,0.002500773,0.021479325,9.589074595,0.641926935,0.620988109,0.13458966,58.781,64.531,73.772
315,0.8,0.024438615,0.002959332,0.021479284,8.258153412,0.666211614,0.60241463,0.141934517,57.947,64.702,72.024
316,0.8,0.021830481,0.002233433,0.019597047,9.774403812,0.594867129,0.59346647,0.140276515,59.892,63.953,70.676
317,0.8,0.024366314,0.002433215,0.0219331,10.0140423,0.651892782,0.631674372,0.125278374,57.792,64.662,72.024
318,0.8,0.021113482,0.002640799,0.018472682,7.995110185,0.610207281,0.574138392,0.126585239,58.737,65.383,72.76
319,0.8,0.024744761,0.003378652,0.021366109,7.323855924,0.705076451,0.583821258,0.134944882,58.198,65.065,72.856
